Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,SessionDuration,TotalPagesViewed,High_Revenue,Engage_2
3,189.0,1,32.0,26,1517.9,0.0,0.007142857,34.34857143,0,5,2,2,7,1,0,0,1,1738.9,30,1,1
3,81.5,0,0.0,3,40.5,0.0,0.04,0.0,0,11,1,1,1,8,0,0,0,122.0,6,0,1
0,0.0,0,0.0,7,211.6333333,0.0,0.0,28.80119616,0,8,1,1,1,5,0,0,1,211.6333333,7,1,1
2,56.0,1,144.0,67,2563.783333,0.0,0.005797101,19.34265017,0,3,2,2,4,2,0,0,1,2763.783333,70,1,1
0,0.0,0,0.0,10,664.5,0.0,0.04,0.0,0,11,2,2,8,2,0,1,0,664.5,10,0,1
8,162.5,0,0.0,9,156.5,0.018181818,0.027272727,0.0,0,12,4,1,4,8,0,0,0,319.0,17,0,1
5,96.6,0,0.0,68,2664.416667,0.0,0.005633803,5.150260109,0,9,4,2,1,5,0,1,0,2761.016667,73,1,1
2,112.8,0,0.0,27,1555.967143,0.0,0.001724138,44.85638692,0,11,1,1,4,2,0,0,1,1668.767143,29,1,1
3,97.8,0,0.0,5,60.4,0.0,0.025,0.0,0,10,2,2,9,2,0,0,0,158.2,8,0,1
0,0.0,0,0.0,13,598.5,0.0,0.016666667,0.0,0,11,2,10,7,2,0,0,0,598.5,13,0,1
2,64.0,0,0.0,15,565.6666667,0.0,0.00625,0.0,0,3,2,2,1,1,0,0,0,629.6666667,17,0,1
0,0.0,0,0.0,6,112.7083333,0.04,0.023333333,0.0,0,11,3,2,6,11,0,1,0,112.7083333,6,0,1
5,157.5,3,433.5,9,599.5,0.0,0.020833333,0.0,0,11,1,1,1,2,0,0,0,1190.5,17,0,1
7,177.25,0,0.0,13,297.8333333,0.0,0.021428571,0.0,0,11,1,2,3,2,0,1,0,475.0833333,20,0,1
1,20.2,0,0.0,13,227.6,0.0,0.0,42.29306752,0,7,2,2,3,3,0,0,0,247.8,14,1,1
0,0.0,0,0.0,27,1009.375,0.007407407,0.040740741,0.0,0,11,2,2,1,2,0,1,1,1009.375,27,0,1
2,54.5,4,29.5,11,1055.75,0.0,0.026666667,0.0,0,12,2,2,1,2,0,0,0,1139.75,17,0,1
1,24.5,0,0.0,47,1330.375,0.004347826,0.015450311,0.0,0,12,2,2,7,8,0,0,0,1354.875,48,0,1
3,59.5,0,0.0,3,47.2,0.033333333,0.05,0.0,0,8,1,1,1,4,0,0,0,106.7,6,0,1
7,198.75,0,0.0,20,818.5833333,0.0,0.002777778,0.0,0,12,3,2,4,8,0,0,0,1017.3333333,27,0,1
4,203.8333333,0,0.0,30,823.5,0.0,0.001666667,0.0,0,3,3,2,1,11,0,0,0,1027.3333333,34,0,1
4,391.3,0,0.0,24,1015.3,0.0,0.004166667,61.91792063,0,8,2,2,3,2,0,0,1,1406.6,28,1,1
0,0.0,0,0.0,16,228.625,0.0,0.015,0.0,0,12,2,2,1,2,0,0,0,228.625,16,0,1
4,52.25,0,0.0,3,28.0,0.0,0.025,0.0,0,11,2,2,1,6,0,0,0,80.25,7,0,1
0,0.0,0,0.0,8,883.9333333,0.0,0.014285714,0.0,0,11,1,1,1,4,0,1,0,883.9333333,8,0,1
2,34.5,0,0.0,17,491.8333333,0.0,0.014705882,0.0,0,12,1,1,3,2,0,0,0,526.3333333,19,0,1
2,210.6,0,0.0,4,97.6,0.0,0.016666667,0.0,0,11,3,2,7,6,0,1,0,308.2,6,0,1
0,0.0,0,0.0,27,520.0,0.0,0.003703704,0.0,0,11,8,2,3,20,0,0,1,520.0,27,0,1
0,0.0,0,0.0,8,159.9,0.0,0.0,0.0,0,10,2,2,2,6,0,0,0,159.9,8,0,1
1,53.0,0,0.0,19,1007.9,0.0,0.005555556,0.0,0,5,1,1,3,4,0,0,0,1060.9,20,0,1
0,0.0,4,32.5,7,67.0,0.0,0.022222222,0.0,0,3,2,2,1,8,0,0,0,99.5,11,0,1
1,12.0,0,0.0,4,63.4,0.0,0.04,0.0,0,10,1,8,6,20,0,0,0,75.4,5,0,1
0,0.0,0,0.0,8,412.1666667,0.0,0.0125,0.0,0,5,3,2,4,6,0,0,0,412.1666667,8,0,1
0,0.0,0,0.0,11,1160.0,0.0,0.018181818,20.60836364,0,5,2,2,1,4,0,0,1,1160.0,11,1,1
4,190.5,3,575.0,30,2375.083333,0.0,0.011111111,34.79013586,0,12,2,2,3,2,0,0,1,3140.583333,37,1,1
0,0.0,0,0.0,22,2715.0,0.0,0.009090909,54.97036364,0,5,2,2,4,2,0,0,1,2715.0,22,1,1
0,0.0,0,0.0,12,554.5,0.0,0.018181818,49.62545455,0,5,2,4,5,2,0,0,1,554.5,12,1,1
1,42.0,0,0.0,10,1057.0,0.022222222,0.014814815,0.0,0,5,3,2,8,15,0,1,0,1099.0,11,0,1
9,178.52,3,183.2666667,7,205.8566667,0.0,0.035555556,0.0,0,7,2,2,1,2,0,0,0,567.6433334000001,19,0,1
2,84.6,0,0.0,43,674.5333333,0.0,0.005319149,45.63345378,0,10,2,2,1,2,0,0,1,759.1333333,45,1,1
5,51.04166667,0,0.0,14,837.375,0.0,0.011481481,0.0,0,11,1,1,2,8,0,0,1,888.41666667,19,0,1
1,17.5,0,0.0,17,665.9848485,0.0,0.002352941,51.60705882,0,5,2,2,4,2,0,0,1,683.4848485,18,1,1
1,6.0,0,0.0,15,579.0,0.0,0.0125,63.93506419,0,12,1,1,4,2,0,0,1,585.0,16,1,1
3,421.0,0,0.0,4,110.5,0.0,0.011111111,0.0,0,3,3,2,8,2,0,1,0,531.5,7,0,1
0,0.0,0,0.0,10,357.5555556,0.0,0.022222222,0.0,0,12,1,8,3,11,0,0,0,357.5555556,10,0,1
0,0.0,0,0.0,8,413.0,0.0,0.0125,0.0,0,9,1,1,4,3,0,0,0,413.0,8,0,1
1,4.0,0,0.0,14,333.9,0.0,0.007142857,24.50485714,0,5,3,2,2,6,0,0,1,337.9,15,1,1
2,110.5,1,48.0,5,156.0,0.0,0.028571429,0.0,0,12,2,2,1,2,0,0,0,314.5,8,0,1
1,142.5,1,48.5,9,733.25,0.0,0.018181818,0.0,0,12,1,1,8,2,0,1,0,924.25,11,0,1
6,198.5,0,0.0,41,1824.083333,0.0,0.01,0.0,0,12,3,2,3,11,0,0,0,2022.583333,47,0,1
5,78.5,1,26.0,48,1266.119048,0.0,0.005788982,29.01038502,0,3,2,2,1,8,0,0,0,1370.619048,54,1,1
3,58.06666667,0,0.0,5,86.0,0.0,0.0125,0.0,0,3,3,2,2,3,0,0,0,144.06666667,8,0,1
0,0.0,0,0.0,2,17.0,0.0,0.1,0.0,0,11,1,1,1,2,0,0,0,17.0,2,0,1
1,43.4,0,0.0,30,775.8883333,0.0,0.006896552,0.0,0,10,2,2,4,2,0,0,0,819.2883333,31,0,1
4,17.5,3,171.0,6,101.0,0.02,0.03,0.0,0,11,1,2,1,8,0,1,0,289.5,13,0,1
0,0.0,0,0.0,16,687.3848485,0.0,0.005208333,29.4628439,0,11,3,2,3,2,0,1,0,687.3848485,16,1,1
0,0.0,0,0.0,39,1858.566667,0.0,0.002564103,0.0,0,11,2,2,3,2,0,0,0,1858.566667,39,0,1
1,43.0,0,0.0,37,1505.166667,0.0,0.005263158,0.0,0,3,2,2,4,8,0,0,0,1548.166667,38,0,1
1,0.0,2,57.5,63,1980.238095,0.0,0.015025253,0.0,0,11,3,2,1,2,0,1,0,2037.738095,66,0,1
2,154.5,0,0.0,7,108.4166667,0.0,0.044444444,0.0,0,11,1,5,9,2,0,0,0,262.9166667,9,0,1
0,0.0,0,0.0,32,2787.75,0.00625,0.003125,0.0,0,11,1,1,1,2,0,0,0,2787.75,32,0,1
3,67.0,0,0.0,12,353.0,0.0,0.015384615,0.0,0,3,2,2,3,2,0,0,0,420.0,15,0,1
6,189.0,0,0.0,21,704.3,0.0,0.018478261,0.0,0,12,1,2,8,2,0,0,1,893.3,27,0,1
0,0.0,0,0.0,16,666.1,0.0,0.014285714,0.0,0,3,2,2,1,2,0,0,0,666.1,16,0,1
2,20.2,0,0.0,16,357.4,0.0,0.011111111,0.0,0,10,2,2,2,2,0,1,0,377.6,18,0,1
5,76.0,0,0.0,7,154.0,0.0,0.005555556,0.0,0,3,1,2,3,2,0,1,0,230.0,12,0,1
2,134.5,0,0.0,18,362.5,0.0,0.013333333,0.0,0,12,3,2,1,2,0,0,0,497.0,20,0,1
2,83.6,1,0.0,18,1219.7,0.0,0.00952381,16.36245374,0,8,2,2,1,4,0,0,1,1303.3,21,1,1
2,154.6,2,69.6,20,479.1,0.0,0.009375,0.0,0,9,3,2,2,1,0,0,0,703.3,24,0,1
2,20.2,0,0.0,45,580.9357143,0.004444444,0.005,0.0,0,8,2,2,1,2,0,0,0,601.1357143,47,0,1
1,22.0,0,0.0,5,180.5,0.0,0.033333333,0.0,0,12,3,2,6,20,0,0,0,202.5,6,0,1
2,78.0,0,0.0,15,269.75,0.0,0.013333333,22.738,0,5,3,2,4,2,0,0,1,347.75,17,1,1
3,145.2,0,0.0,28,425.0969048,0.0,0.002380952,0.0,0,10,3,2,7,11,0,1,0,570.2969048,31,0,1
3,22.2,0,0.0,2,836.2,0.0,0.04,0.0,0,9,2,2,8,2,0,1,0,858.4000000000001,5,0,1
0,0.0,0,0.0,13,215.952381,0.0,0.018181818,0.0,0,11,3,2,6,2,0,0,0,215.952381,13,0,1
0,0.0,0,0.0,8,170.5333333,0.0,0.0,37.96905976,0,8,2,5,1,5,0,0,1,170.5333333,8,1,1
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0,5,2,4,3,2,0,1,0,44.0,4,0,1
1,108.8,0,0.0,15,387.4,0.0,0.004166667,0.0,0,6,2,2,1,2,0,0,0,496.2,16,0,1
2,128.8,2,49.3,13,700.55,0.0,0.005882353,0.0,0,7,2,2,6,2,0,0,0,878.65,17,0,1
0,0.0,0,0.0,7,376.7,0.0,0.0,53.6853974,0,8,2,2,1,2,0,0,1,376.7,7,1,1
0,0.0,0,0.0,10,294.75,0.0,0.03,0.0,0,12,1,1,3,8,0,0,0,294.75,10,0,1
1,47.0,0,0.0,11,197.5,0.0,0.025,0.0,0,5,3,2,1,3,0,0,0,244.5,12,0,1
6,355.5,0,0.0,11,134.9,0.013333333,0.005333333,0.0,0,3,3,2,1,8,0,1,0,490.4,17,0,1
3,117.0,0,0.0,20,543.8,0.00952381,0.019047619,0.0,0,3,1,1,1,2,0,0,0,660.8,23,0,1
0,0.0,0,0.0,11,188.4583333,0.0,0.009090909,0.0,0,11,1,1,1,8,0,0,0,188.4583333,11,0,1
0,0.0,0,0.0,37,1089.208333,0.0,0.017117117,0.0,0,12,4,2,1,2,0,0,0,1089.208333,37,0,1
0,0.0,0,0.0,31,1625.583333,0.0,0.009677419,0.0,0,12,4,2,1,8,0,0,0,1625.583333,31,0,1
4,47.25,0,0.0,2,24.25,0.0,0.04,0.0,0,12,2,2,1,2,0,0,0,71.5,6,0,1
3,68.0,0,0.0,8,306.0,0.0,0.008888889,0.0,0,3,1,1,9,3,0,1,0,374.0,11,0,1
0,0.0,0,0.0,4,75.5,0.0,0.05,0.0,0,11,2,2,1,8,0,0,0,75.5,4,0,1
9,219.25,2,31.0,18,374.3809524,0.0,0.007666667,37.6992,0,5,1,1,1,5,0,0,0,624.6309524000001,29,1,1
0,0.0,0,0.0,13,193.3666667,0.015384615,0.023076923,0.0,0,11,3,2,1,13,0,1,0,193.3666667,13,0,1
0,0.0,0,0.0,13,555.5029412,0.036363636,0.020095694,47.99199256,0,11,4,2,4,2,0,0,1,555.5029412,13,1,1
1,5.066666667,0,0.0,32,441.6045455,0.0,0.00625,0.0,0,9,2,2,6,3,0,0,0,446.671212167,33,0,1
2,112.9,0,0.0,32,505.55,0.0,0.003225806,0.0,0,10,2,2,6,2,0,0,0,618.45,34,0,1
4,35.125,0,0.0,31,1975.458333,0.0,0.01,0.0,0,3,2,2,3,3,0,1,0,2010.583333,35,0,1
1,150.5,0,0.0,18,635.3333333,0.0,0.011764706,57.5907585,0,11,2,2,1,2,0,1,1,785.8333333,19,1,1
1,8.5,0,0.0,30,659.2,0.0,0.006451613,0.0,0,3,2,2,3,3,0,1,0,667.7,31,0,1
6,99.0,1,1.0,23,637.0,0.0,0.002469136,0.0,0,3,2,5,9,8,0,0,0,737.0,30,0,1
1,27.0,0,0.0,17,1723.0,0.0,0.003921569,0.0,0,5,2,5,9,4,0,0,0,1750.0,18,0,1
4,121.5,0,0.0,2,34.0,0.0,0.023809524,0.0,0,11,2,2,9,8,0,0,0,155.5,6,0,1
1,49.4,0,0.0,18,213.1714286,0.0,0.003921569,0.0,0,10,2,2,1,2,0,0,0,262.5714286,19,0,1
4,147.3333333,0,0.0,19,407.8333333,0.0,0.004347826,0.0,0,5,2,2,7,2,0,0,0,555.1666666,23,0,1
0,0.0,0,0.0,15,489.7083333,0.0,0.003846154,0.0,0,12,1,1,1,2,0,0,0,489.7083333,15,0,1
4,309.0,0,0.0,27,877.5,0.0,0.007407407,44.47733333,0,5,1,1,1,4,0,0,1,1186.5,31,1,1
5,51.0,0,0.0,10,116.0,0.0,0.016666667,0.0,0,11,2,2,7,2,0,0,0,167.0,15,0,1
2,21.0,0,0.0,25,278.1366667,0.0,0.007692308,77.4579855,0,11,2,2,7,2,0,0,0,299.1366667,27,1,1
1,47.4,0,0.0,5,238.2,0.0,0.033333333,0.0,0,9,2,2,5,4,0,1,0,285.6,6,0,1
5,218.8,0,0.0,5,71.4,0.0,0.02,11.21330466,0,10,2,4,7,2,0,0,1,290.20000000000005,10,1,1
0,0.0,0,0.0,20,616.5,0.0,0.01,0.0,0,11,3,3,1,3,0,0,0,616.5,20,0,1
2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0,3,1,1,3,10,0,0,0,502.0,26,0,1
5,335.8,0,0.0,20,910.41,0.0,0.003333333,0.0,0,11,2,2,4,2,0,1,0,1246.21,25,0,1
0,0.0,0,0.0,5,168.9,0.0,0.011428571,0.0,0,12,3,2,1,2,0,0,0,168.9,5,0,1
7,257.4,0,0.0,7,244.7333333,0.018181818,0.018181818,0.0,0,11,1,1,4,2,0,0,0,502.1333333,14,0,1
5,139.9833333,0,0.0,27,677.8833333,0.0,0.006060606,0.0,0,12,1,2,1,2,0,1,0,817.8666666,32,0,1
0,0.0,0,0.0,11,490.8333333,0.0,0.045454545,0.0,0,12,3,2,6,2,0,0,0,490.8333333,11,0,1
4,85.0,0,0.0,22,452.5833333,0.0,0.008333333,107.94,0,5,2,2,6,4,0,0,1,537.5833333,26,1,1
1,37.5,0,0.0,5,65.5,0.033333333,0.066666667,0.0,0,11,1,1,3,3,0,0,0,103.0,6,0,1
3,314.5,0,0.0,22,2837.166667,0.0,0.008333333,0.0,0,5,2,4,2,2,0,0,0,3151.666667,25,0,1
3,81.6,0,0.0,13,443.9,0.0,0.0125,0.0,0,9,1,1,5,5,0,0,0,525.5,16,0,1
5,85.5,0,0.0,30,2188.258333,0.0,0.0078125,45.58268367,0,11,2,2,2,8,0,1,1,2273.758333,35,1,1
0,0.0,0,0.0,11,1289.333333,0.0,0.022222222,0.0,0,12,1,1,6,2,0,0,0,1289.333333,11,0,1
0,0.0,0,0.0,26,955.375,0.0,0.008333333,0.0,0,12,2,2,7,2,0,1,0,955.375,26,0,1
0,0.0,0,0.0,11,782.5,0.0,0.01,0.0,0,12,1,1,3,2,0,0,0,782.5,11,0,1
1,31.25,0,0.0,31,1470.208333,0.0,0.012222222,0.0,0,11,3,2,3,8,0,0,1,1501.458333,32,0,1
4,234.3,0,0.0,2,11.1,0.0,0.04,0.0,0,10,1,1,8,5,0,1,0,245.4,6,0,1
3,179.0,0,0.0,15,432.75,0.0,0.011111111,0.0,0,12,2,2,1,2,0,0,0,611.75,18,0,1
4,52.5,0,0.0,11,463.5,0.0,0.007692308,0.0,0,11,3,2,6,11,0,1,0,516.0,15,0,1
1,45.5,0,0.0,10,333.25,0.0,0.018181818,9.905143745,0,12,2,2,1,2,0,1,1,378.75,11,1,1
0,0.0,0,0.0,32,749.25,0.0,0.00625,0.0,0,12,2,2,3,8,0,0,0,749.25,32,0,1
0,0.0,0,0.0,19,989.3333333,0.0,0.011111111,25.109,0,5,3,2,1,2,0,1,1,989.3333333,19,1,1
1,5.0,0,0.0,108,2367.4,0.0,0.003773585,0.0,0,12,2,2,1,2,0,1,0,2372.4,109,0,1
0,0.0,0,0.0,24,506.452381,0.0,0.009090909,76.7910465,0,11,2,4,1,3,0,0,1,506.452381,24,1,1
7,114.75,1,15.75,21,1615.660256,0.0,0.009937888,0.0,0,12,2,2,8,2,0,1,0,1746.160256,29,0,1
1,50.5,0,0.0,3,192.5,0.0,0.05,0.0,0,11,2,2,8,2,0,1,0,243.0,4,0,1
4,83.5,0,0.0,9,430.5,0.0,0.015384615,0.0,0,3,2,2,1,2,0,0,0,514.0,13,0,1
3,33.0,2,84.5,4,46.5,0.0,0.010666667,0.0,0,3,2,2,5,8,0,0,0,164.0,9,0,1
2,37.0,0,0.0,15,208.5,0.0,0.011764706,0.0,0,3,2,2,3,2,0,1,0,245.5,17,0,1
0,0.0,0,0.0,22,469.54,0.0,0.008695652,14.00979215,0,10,2,2,9,2,0,0,1,469.54,22,1,1
10,118.0,0,0.0,85,2694.833333,0.0,0.001915584,0.0,0,5,2,4,3,2,0,0,0,2812.833333,95,0,1
6,143.0,0,0.0,32,2289.1,0.0,0.001015625,62.33035594,0,11,3,2,9,3,0,1,0,2432.1,38,1,1
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0,11,1,1,1,2,0,1,0,19.0,2,0,1
0,0.0,2,52.5,18,502.0,0.0,0.01,0.0,0,12,8,2,9,2,0,1,0,554.5,20,0,1
2,569.0,1,58.5,23,941.6994048,0.0,0.008,9.331744184,0,12,2,2,4,2,0,0,1,1569.1994048,26,1,1
4,277.75,0,0.0,3,178.75,0.0,0.008,0.0,0,3,3,2,3,8,0,0,0,456.5,7,0,1
4,47.5,0,0.0,16,331.3333333,0.0,0.010526316,254.6071579,0,5,2,5,1,2,0,0,1,378.8333333,20,1,1
0,0.0,0,0.0,7,63.0,0.028571429,0.057142857,0.0,0,5,2,2,4,13,0,0,0,63.0,7,0,1
4,438.8,0,0.0,4,599.0,0.0,0.011111111,0.0,0,8,3,2,3,5,0,1,0,1037.8,8,0,1
2,23.0,0,0.0,18,657.25,0.0,0.0125,0.0,0,12,2,2,9,2,0,0,0,680.25,20,0,1
1,26.0,0,0.0,16,638.8333333,0.0,0.0125,20.26155684,0,3,2,4,2,2,0,0,0,664.8333333,17,1,1
5,153.5666667,0,0.0,16,742.2095238,0.0,0.015789474,22.89972198,0,11,1,1,3,5,0,0,1,895.7761905000001,21,1,1
2,12.0,0,0.0,8,60.0,0.0,0.02,0.0,0,3,2,2,3,2,0,1,0,72.0,10,0,1
6,107.7,0,0.0,14,290.8,0.0,0.010526316,0.0,0,9,2,2,1,5,0,0,0,398.5,20,0,1
3,150.0,0,0.0,12,271.3333333,0.0,0.014285714,0.0,0,3,1,1,4,2,0,0,0,421.3333333,15,0,1
1,34.2,0,0.0,26,502.4533333,0.0,0.002564103,22.65617015,0,10,3,2,6,2,0,1,1,536.6533333,27,1,1
0,0.0,0,0.0,2,83.0,0.0,0.05,0.0,0,5,1,2,2,4,0,0,0,83.0,2,0,1
3,37.75,1,10.0,24,274.5,0.0,0.006666667,0.0,0,12,2,2,1,2,0,0,0,322.25,28,0,1
5,487.5,0,0.0,11,500.0,0.0,0.015384615,0.0,0,3,1,8,1,11,0,0,0,987.5,16,0,1
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0.006998399,1.088158231,0,3,2,4,3,8,0,0,0,13621.5948792,304,1,1
0,0.0,0,0.0,30,586.5333333,0.0,0.003448276,30.87724138,0,5,2,2,2,2,0,0,1,586.5333333,30,1,1
3,102.8,0,0.0,25,1109.233333,0.0,0.001666667,61.30486592,0,8,2,2,6,5,0,0,1,1212.033333,28,1,1
4,158.2,0,0.0,62,4402.25,0.0,0.001041667,246.7585902,0,10,4,1,8,2,0,0,0,4560.45,66,1,1
3,124.0,0,0.0,13,173.0,0.0,0.017777778,0.0,0,5,2,2,1,2,0,0,0,297.0,16,0,1
9,208.2666667,0,0.0,19,543.775,0.0,0.002380952,0.0,0,5,3,2,3,11,0,1,0,752.0416667,28,0,1
0,0.0,0,0.0,18,315.6944444,0.0,0.002941176,0.0,0,11,1,1,8,8,0,0,0,315.6944444,18,0,1
2,35.0,0,0.0,11,131.3,0.0,0.015384615,0.0,0,3,2,2,1,2,0,0,0,166.3,13,0,1
11,267.1666667,0,0.0,39,881.4416667,0.004166667,0.011458333,20.11751289,0,3,2,2,3,1,0,0,0,1148.6083334,50,1,1
0,0.0,0,0.0,13,562.25,0.0,0.015384615,34.97250838,0,11,1,1,1,2,0,0,1,562.25,13,1,1
2,27.0,0,0.0,23,1278.090909,0.0,0.008333333,0.0,0,3,2,2,2,2,0,1,0,1305.090909,25,0,1
1,6.0,0,0.0,23,2767.2,0.0,0.008333333,0.0,0,9,2,2,7,1,0,0,0,2773.2,24,0,1
6,254.0,0,0.0,48,1740.525631,0.0,0.004876543,0.0,0,11,1,1,3,2,0,0,1,1994.525631,54,0,1
4,164.0,0,0.0,30,2136.0,0.0,0.008333333,0.0,0,5,2,2,1,2,0,0,0,2300.0,34,0,1
0,0.0,0,0.0,14,731.5,0.014285714,0.042857143,0.0,0,11,2,2,4,2,0,0,1,731.5,14,0,1
1,62.46666667,0,0.0,5,165.1,0.0,0.016666667,0.0,0,9,3,2,3,3,0,0,0,227.56666667,6,0,1
9,324.3,4,205.0,71,2816.43881,0.0,0.002666667,0.0,0,3,2,2,1,8,0,1,0,3345.73881,84,0,1
3,61.0,0,0.0,31,1470.416667,0.0,0.006666667,0.0,0,5,1,2,1,3,0,0,0,1531.416667,34,0,1
0,0.0,0,0.0,12,276.0,0.0,0.016666667,0.0,0,12,2,2,8,2,0,0,0,276.0,12,0,1
3,10.0,0,0.0,2,8.0,0.0,0.033333333,0.0,0,9,2,2,1,2,0,0,1,18.0,5,0,1
1,92.6,0,0.0,4,207.9333333,0.0,0.04,0.0,0,7,1,1,9,20,0,0,0,300.5333333,5,0,1
0,0.0,1,0.0,11,488.0,0.0,0.018181818,0.0,0,5,2,2,6,3,0,0,0,488.0,12,0,1
0,0.0,0,0.0,7,105.0,0.0,0.033333333,0.0,0,12,2,2,1,8,0,0,0,105.0,7,0,1
0,0.0,0,0.0,7,604.0,0.0,0.033333333,53.988,0,5,2,5,3,2,0,0,1,604.0,7,1,1
4,264.1333333,1,152.2,47,906.1166667,0.0,0.002614379,0.0,0,8,3,2,3,2,0,1,0,1322.45,52,0,1
0,0.0,0,0.0,9,521.0,0.0,0.02962963,0.0,0,12,3,2,3,11,0,0,0,521.0,9,0,1
3,29.75,0,0.0,12,398.9803922,0.0,0.005555556,50.51764193,0,11,2,2,2,2,0,0,1,428.7303922,15,1,1
4,228.72,0,0.0,4,154.9,0.0,0.008333333,0.0,0,10,1,8,1,11,0,0,0,383.62,8,0,1
2,53.5,0,0.0,13,287.3333333,0.0,0.013333333,0.0,0,11,2,2,1,6,0,1,0,340.8333333,15,0,1
4,485.3333333,2,18.0,19,345.3833333,0.0,0.005797101,0.0,0,3,3,2,3,8,0,1,0,848.7166666,25,0,1
2,168.4,0,0.0,10,208.0,0.0,0.008333333,0.0,0,11,3,2,5,2,0,0,0,376.4,12,0,1
1,30.5,0,0.0,34,1333.166667,0.0,0.006060606,8.754045182,0,12,2,2,7,2,0,0,1,1363.666667,35,1,1
0,0.0,0,0.0,10,724.0,0.0,0.022222222,97.98,0,5,1,1,4,2,0,1,1,724.0,10,1,1
2,91.0,3,865.0,27,1244.833333,0.0,0.006896552,0.0,0,3,2,2,1,2,0,1,0,2200.833333,32,0,1
1,26.2,0,0.0,13,245.1666667,0.0,0.0,58.9241766,0,8,2,5,3,4,0,0,1,271.3666667,14,1,1
7,105.4666667,0,0.0,44,778.9666667,0.0,0.004166667,37.92414395,0,8,2,2,6,2,0,0,1,884.4333334,51,1,1
3,94.6,0,0.0,17,265.5,0.0,0.0,0.0,0,10,2,2,1,2,0,0,0,360.1,20,0,1
3,130.35,1,21.2,8,314.85,0.0,0.018181818,0.0,0,6,2,2,5,2,0,0,1,466.4,12,0,1
1,38.0,0,0.0,5,131.0,0.033333333,0.013333333,0.0,0,3,1,2,1,9,0,1,0,169.0,6,0,1
4,134.1,0,0.0,7,110.3,0.0,0.015151515,0.0,0,9,3,2,1,5,0,0,0,244.4,11,0,1
6,86.08333333,0,0.0,32,892.9166667,0.005714286,0.011428571,0.0,0,5,2,2,1,5,0,1,0,979.00000003,38,0,1
7,46.3,0,0.0,2,9.0,0.0,0.025,0.0,0,9,2,4,1,2,0,0,0,55.3,9,0,1
3,34.5,0,0.0,17,298.875,0.0,0.014035088,0.0,0,12,1,5,1,2,0,0,0,333.375,20,0,1
0,0.0,0,0.0,10,392.5,0.0,0.02,42.83887416,0,11,1,1,2,2,0,0,1,392.5,10,1,1
1,22.0,0,0.0,21,678.2738095,0.0,0.012878788,0.0,0,3,3,2,1,2,0,0,0,700.2738095,22,0,1
4,66.33333333,2,58.16666667,38,1524.702381,0.0,0.006628788,0.0,0,3,2,2,3,2,0,1,0,1649.202381,44,0,1
6,159.7,1,72.6,44,531.72,0.0,0.003921569,0.0,0,10,2,2,2,5,0,0,0,764.02,51,0,1
6,265.4,0,0.0,6,161.6,0.0,0.022222222,0.0,0,8,1,1,3,3,0,0,0,427.0,12,0,1
7,159.3333333,0,0.0,24,520.6666667,0.0,0.006666667,0.0,0,3,2,10,4,3,0,1,0,680.0,31,0,1
5,63.0,0,0.0,27,458.5,0.0,0.005952381,0.0,0,12,2,2,6,2,0,1,0,521.5,32,0,1
3,215.4,0,0.0,19,1221.7,0.0,0.0,0.0,0,6,2,2,1,2,0,0,0,1437.1,22,0,1
0,0.0,0,0.0,16,2214.666667,0.0,0.003921569,92.9041786,0,10,2,2,1,2,0,0,1,2214.666667,16,1,1
4,62.9,5,482.4,4,128.5,0.0,0.018181818,0.0,0,9,2,2,1,5,0,0,0,673.8,13,0,1
3,249.0,0,0.0,8,1046.5,0.04,0.04,0.0,0,5,1,1,6,4,0,1,0,1295.5,11,0,1
1,14.0,0,0.0,7,170.75,0.0,0.025,0.0,0,11,1,1,1,2,0,0,0,184.75,8,0,1
0,0.0,0,0.0,50,1232.02684,0.0,0.001666667,173.4697917,0,5,2,2,9,2,0,0,1,1232.02684,50,1,1
0,0.0,0,0.0,91,4766.021032,0.0,0.009213483,0.0,0,12,2,2,1,2,0,0,0,4766.021032,91,0,1
1,23.2,0,0.0,4,52.4,0.0,0.02,0.0,0,10,2,4,2,1,0,0,1,75.6,5,0,1
1,14.5,0,0.0,24,1277.842857,0.0,0.016073781,0.0,0,11,3,2,1,2,0,1,0,1292.342857,25,0,1
0,0.0,0,0.0,27,1224.541667,0.0,0.024691358,0.0,0,12,4,2,1,2,0,1,0,1224.541667,27,0,1
3,54.0,4,32.0,4,46.0,0.0,0.022222222,0.0,0,9,1,1,1,5,0,0,0,132.0,11,0,1
3,36.0,1,62.0,19,924.3333333,0.0,0.004761905,0.0,0,3,2,2,1,2,0,0,0,1022.3333333,23,0,1
2,28.2,0,0.0,7,212.5,0.0,0.007407407,94.01683315,0,11,2,2,3,2,0,1,1,240.7,9,1,1
8,164.4666667,0,0.0,3,26.7,0.022222222,0.044444444,0.0,0,10,3,2,4,4,0,1,0,191.1666667,11,0,1
