Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,SessionDuration,TotalPagesViewed,High_Revenue
4,85.0,0,0.0,22,452.5833333,0.0,0.008333333,107.94,0,5,2,2,6,4,0,0,1,537.5833333,26,1
2,55.5,0,0.0,25,2466.533333,0.007407407,0.028888889,49.01323885,0,12,2,2,1,2,1,0,0,2522.033333,27,1
16,445.35,0,0.0,103,2091.037588,0.007894737,0.028165804,7.224419132,0,10,3,2,1,2,1,1,0,2536.387588,119,1
6,137.9166667,0,0.0,92,3163.14329,0.001075269,0.0095145,32.22246226,0,11,2,2,1,1,1,0,1,3301.0599567,98,1
5,85.5,0,0.0,30,2188.258333,0.0,0.0078125,45.58268367,0,11,2,2,2,8,0,1,1,2273.758333,35,1
6,162.7,6,205.0,52,2983.358135,0.010112994,0.017261259,17.4767153,0,11,3,2,4,2,1,0,0,3351.058135,64,1
1,32.0,0,0.0,9,455.0,0.0,0.022222222,18.65333333,0,5,2,2,8,2,1,1,1,487.0,10,1
2,61.16666667,0,0.0,47,901.25,0.008333333,0.025,32.799375,0,5,2,4,6,4,1,0,1,962.41666667,49,1
10,593.4666667,1,21.2,39,1110.966667,0.004255319,0.010992908,112.4406212,0,9,4,2,7,2,1,0,0,1725.6333337,50,1
0,0.0,0,0.0,21,587.9166667,0.023333333,0.031666667,23.33239205,0,11,3,2,1,10,1,0,0,587.9166667,21,1
4,659.5066667,3,92.7,160,2006.59312,0.002453988,0.013361447,9.453449065,0,8,2,2,7,2,1,0,0,2758.7997867,167,1
6,123.4642857,0,0.0,34,1570.469048,0.001052632,0.010431717,19.66912605,0,12,2,2,2,7,1,1,1,1693.9333336999998,40,1
0,0.0,1,7.0,10,672.5142857,0.0,0.018181818,60.71287168,0,9,1,1,7,2,1,0,1,679.5142857,11,1
8,46.875,3,10.0,111,5358.375439,0.0,0.011957672,10.21771151,0,11,2,2,1,11,1,0,1,5415.250439,122,1
1,45.5,0,0.0,10,333.25,0.0,0.018181818,9.905143745,0,12,2,2,1,2,0,1,1,378.75,11,1
0,0.0,0,0.0,19,989.3333333,0.0,0.011111111,25.109,0,5,3,2,1,2,0,1,1,989.3333333,19,1
2,17.33333333,0,0.0,89,3401.3,0.002222222,0.014835979,5.133911853,0,11,2,2,1,2,1,1,0,3418.6333333300004,91,1
3,14.5,0,0.0,61,1423.967857,0.01,0.022611111,7.998,0,5,2,2,7,4,1,0,0,1438.467857,64,1
4,86.0,0,0.0,34,4656.800366,0.006306306,0.038438438,5.185457275,0,5,2,2,1,2,1,0,0,4742.800366,38,1
1,28.0,4,162.0,23,659.0833333,0.013580247,0.020440917,21.1162963,0,5,2,2,8,1,1,0,0,849.0833333,28,1
0,0.0,0,0.0,32,1324.666667,0.056666667,0.09047619,10.3976,1,5,2,2,7,1,1,1,0,1324.666667,32,1
1,41.33333333,0,0.0,44,3227.5,0.0,0.004651163,28.53153488,0,5,2,2,4,13,1,0,1,3268.83333333,45,1
10,89.98,0,0.0,96,1304.973333,0.003921569,0.008309991,6.175932014,0,10,2,2,1,3,1,0,0,1394.953333,106,1
0,0.0,0,0.0,24,506.452381,0.0,0.009090909,76.7910465,0,11,2,4,1,3,0,0,1,506.452381,24,1
3,19.0,0,0.0,120,3013.116917,0.001680672,0.007407748,14.18391563,0,11,2,5,1,2,1,0,1,3032.116917,123,1
11,213.9722222,4,92.3,86,3908.03349,0.015178571,0.023856289,5.659271218,0,11,1,2,7,1,1,0,0,4214.3057122,101,1
11,212.7416667,3,104.0,71,1678.905125,0.0,0.016037881,8.600043095,0,3,3,2,8,13,1,1,0,1995.6467917,85,1
8,121.1666667,0,0.0,70,961.5493506,0.005263158,0.013089192,26.27933158,0,5,2,2,2,3,1,0,1,1082.7160173,78,1
7,154.9333333,0,0.0,31,910.04,0.018181818,0.052020202,5.316109207,0,7,1,1,3,1,1,0,0,1064.9733333,38,1
1,25.0,0,0.0,14,397.0,0.03625,0.047395833,14.9925,0,5,1,1,3,3,1,0,1,422.0,15,1
0,0.0,0,0.0,12,896.5,0.008333333,0.025,14.6895,0,5,2,5,1,5,1,0,1,896.5,12,1
6,86.2,0,0.0,49,3003.419048,0.010526316,0.015711501,4.376915789,0,5,1,1,4,4,1,0,0,3089.619048,55,1
3,29.81515152,0,0.0,189,7190.547947,0.001396161,0.014604116,39.29216261,0,11,2,2,1,2,1,0,1,7220.36309852,192,1
6,202.4,1,0.0,22,2006.046667,0.007142857,0.032738095,8.052231522,0,11,6,5,4,2,1,0,0,2208.446667,29,1
0,0.0,0,0.0,22,469.54,0.0,0.008695652,14.00979215,0,10,2,2,9,2,0,0,1,469.54,22,1
2,33.0,0,0.0,25,1720.0,0.0,0.007692308,60.29018448,0,3,2,5,3,1,1,0,1,1753.0,27,1
0,0.0,1,41.0,45,1754.0,0.0,0.014534161,7.880478261,0,5,3,2,3,6,1,1,0,1795.0,46,1
2,42.16666667,0,0.0,17,490.5333333,0.0,0.01175,23.5144,0,5,2,4,7,2,1,0,0,532.69999997,19,1
4,69.23333333,3,1657.3,26,2306.047619,0.046666667,0.076388889,5.761347436,0,10,1,1,2,3,1,0,0,4032.58095233,33,1
2,18.6,0,0.0,85,2834.280117,0.004883721,0.013388945,37.42337649,0,11,2,2,1,1,1,1,0,2852.880117,87,1
6,143.0,0,0.0,32,2289.1,0.0,0.001015625,62.33035594,0,11,3,2,9,3,0,1,0,2432.1,38,1
5,169.975,3,106.0,90,4792.380767,0.004166667,0.007479289,41.55801982,0,11,3,2,6,1,1,0,1,5068.355767,98,1
1,23.2,0,0.0,24,704.5666667,0.0,0.011538462,14.22049566,0,8,2,2,2,1,1,0,0,727.7666667000001,25,1
4,72.0,0,0.0,32,2258.175,0.0,0.025714286,38.19067209,0,11,2,2,9,2,1,0,0,2330.175,36,1
2,569.0,1,58.5,23,941.6994048,0.0,0.008,9.331744184,0,12,2,2,4,2,0,0,1,1569.1994048,26,1
10,204.0952381,1,170.0,138,4042.949908,0.004026846,0.01446207,18.21579469,0,12,2,2,1,6,1,0,1,4417.0451461,149,1
0,0.0,0,0.0,5,883.6,0.0,0.0,125.8939091,0,11,2,2,4,2,1,1,1,883.6,5,1
2,15.0,0,0.0,19,523.25,0.0375,0.046666667,28.18955966,0,11,3,2,1,8,1,0,1,538.25,21,1
0,0.0,0,0.0,112,6673.291392,0.0,0.008744589,5.468093499,0,11,2,4,1,3,1,0,0,6673.291392,112,1
1,4.0,0,0.0,164,5767.465043,0.003636364,0.009348691,52.38420388,0,11,2,2,1,1,1,0,0,5771.465043,165,1
4,47.5,0,0.0,16,331.3333333,0.0,0.010526316,254.6071579,0,5,2,5,1,2,0,0,1,378.8333333,20,1
1,17.0,1,23.75,62,3688.846861,0.016612903,0.027150538,3.663777878,0,12,3,2,3,1,1,1,0,3729.596861,64,1
11,188.8333333,3,27.0,64,4829.625,0.004054054,0.017194337,48.60623685,0,11,1,1,1,3,1,0,1,5045.4583333,78,1
3,73.0,0,0.0,9,2151.0,0.0,0.018181818,10.91300022,0,3,2,5,1,1,1,0,1,2224.0,12,1
1,26.0,0,0.0,16,638.8333333,0.0,0.0125,20.26155684,0,3,2,4,2,2,0,0,0,664.8333333,17,1
5,153.5666667,0,0.0,16,742.2095238,0.0,0.015789474,22.89972198,0,11,1,1,3,5,0,0,1,895.7761905000001,21,1
2,18.0,0,0.0,32,871.8333333,0.009375,0.020833333,31.903875,0,5,4,1,1,3,1,0,0,889.8333333,34,1
1,12.0,0,0.0,29,919.8995238,0.0,0.017091837,7.36509031,0,8,2,5,4,2,1,0,1,931.8995238,30,1
0,0.0,0,0.0,30,1682.275,0.0,0.014285714,41.13336886,0,12,2,2,4,2,1,0,1,1682.275,30,1
12,252.8125,4,78.5,100,4597.124242,0.00925181,0.028496768,2.638074656,0,11,1,1,1,10,1,1,1,4928.436742,116,1
5,40.13636364,0,0.0,35,840.9952922,0.005263158,0.012593985,64.72238907,0,11,2,2,1,1,1,0,1,881.13165584,40,1
8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0,3,2,2,4,2,1,0,1,2496.4303035000003,61,1
8,157.3166667,0,0.0,48,691.95,0.012666667,0.021380952,6.887181233,0,10,2,2,1,1,1,0,0,849.2666667000001,56,1
0,0.0,0,0.0,12,312.0333333,0.0,0.009090909,17.808,0,5,2,2,8,6,1,0,1,312.0333333,12,1
9,164.5833333,1,0.0,76,3580.333333,0.004819277,0.020522088,12.20780052,0,11,4,1,1,1,1,0,0,3744.9166663,86,1
1,34.2,0,0.0,26,502.4533333,0.0,0.002564103,22.65617015,0,10,3,2,6,2,0,1,1,536.6533333,27,1
2,223.75,3,165.0,51,2159.004167,0.013684211,0.037347156,10.22993737,0,11,1,1,1,2,1,0,0,2547.754167,56,1
0,0.0,2,32.2,41,1321.322222,0.0,0.021428571,3.979543638,0,10,4,1,1,2,1,0,0,1353.522222,43,1
1,13.83333333,1,0.0,200,8336.039583,0.004207921,0.017597513,3.730318306,0,11,2,5,4,1,1,0,1,8349.87291633,202,1
1,4.0,0,0.0,20,471.4777778,0.0,0.004545455,32.95851549,0,7,1,1,1,4,1,0,1,475.4777778,21,1
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0.006998399,1.088158231,0,3,2,4,3,8,0,0,0,13621.5948792,304,1
2,80.0,6,141.75,47,3573.472222,0.003773585,0.012006861,34.85660705,0,12,2,2,3,1,1,0,0,3795.222222,55,1
11,201.84,0,0.0,48,2074.401905,0.0,0.016071429,7.248757745,0,8,2,7,3,1,1,0,0,2276.2419050000003,59,1
1,15.2,1,13.0,39,1706.119697,0.010365854,0.030371661,5.251288882,0,6,2,2,2,2,1,1,0,1734.319697,41,1
18,608.14,6,733.8,168,4948.398759,0.006631763,0.013527508,10.15064372,0,8,2,2,3,1,1,1,0,6290.338759,192,1
0,0.0,0,0.0,30,586.5333333,0.0,0.003448276,30.87724138,0,5,2,2,2,2,0,0,1,586.5333333,30,1
2,20.15,0,0.0,60,1521.15,0.003333333,0.015277778,16.43637285,0,11,2,4,1,2,1,0,1,1541.3000000000002,62,1
6,231.9,0,0.0,8,188.3,0.0,0.014285714,12.15713406,0,9,2,2,1,4,1,0,0,420.2000000000001,14,1
3,102.8,0,0.0,25,1109.233333,0.0,0.001666667,61.30486592,0,8,2,2,6,5,0,0,1,1212.033333,28,1
8,146.5333333,0,0.0,107,3739.635556,0.0,0.009316239,2.551140814,0,10,2,2,3,2,1,0,0,3886.1688893,115,1
4,158.2,0,0.0,62,4402.25,0.0,0.001041667,246.7585902,0,10,4,1,8,2,0,0,0,4560.45,66,1
5,44.66666667,1,144.0,101,1808.162266,0.045307443,0.06290128,2.153839297,0,7,3,2,1,3,1,0,0,1996.82893267,107,1
2,23.0,0,0.0,39,1828.966667,0.005128205,0.02008547,20.5924708,0,11,1,1,1,2,1,1,1,1851.966667,41,1
8,387.6,3,32.0,328,9694.260714,0.001780415,0.010905045,6.467831696,0,3,2,2,3,1,1,0,0,10113.860714,339,1
2,167.8888889,2,825.5,117,5256.472341,0.004030055,0.014604028,3.187495058,0,11,3,2,5,8,1,0,1,6249.8612299,121,1
0,0.0,0,0.0,22,428.45,0.004545455,0.012878788,20.88818182,1,5,3,2,1,2,1,1,1,428.45,22,1
11,267.1666667,0,0.0,39,881.4416667,0.004166667,0.011458333,20.11751289,0,3,2,2,3,1,0,0,0,1148.6083334,50,1
0,0.0,0,0.0,13,562.25,0.0,0.015384615,34.97250838,0,11,1,1,1,2,0,0,1,562.25,13,1
3,55.0,0,0.0,19,436.0,0.0,0.013636364,49.54827273,0,5,2,2,4,2,1,1,1,491.0,22,1
1,22.0,0,0.0,52,1551.666667,0.001818182,0.019393939,7.882377258,0,3,1,1,3,2,1,0,0,1573.666667,53,1
6,179.75,2,8.0,64,1876.333333,0.007246377,0.014251208,16.68711526,0,12,2,5,9,2,1,0,0,2064.083333,72,1
1,90.0,1,34.0,57,1092.364286,0.0,0.006321839,19.11506897,0,5,2,2,7,4,1,0,1,1216.364286,59,1
1,0.0,0,0.0,3,58.6,0.0,0.05,113.3238614,0,10,2,2,9,2,1,1,1,58.6,4,1
0,0.0,0,0.0,24,1163.266667,0.061111111,0.083333333,27.287869,0,10,1,1,4,1,1,1,1,1163.266667,24,1
4,598.375,0,0.0,126,4446.303175,0.001538462,0.015567766,3.333835543,0,12,2,2,3,2,1,0,0,5044.678175,130,1
8,197.7083333,6,130.5166667,35,1359.771429,0.004761905,0.018611111,34.98992634,0,11,3,2,1,11,1,1,0,1687.9964289999998,49,1
1,20.0,0,0.0,21,442.0,0.008695652,0.020289855,42.28127491,0,11,2,2,1,13,1,0,0,462.0,22,1
3,46.4,0,0.0,8,168.2,0.0,0.033333333,4.78307258,0,10,2,7,7,20,1,1,1,214.6,11,1
2,100.0,0,0.0,22,639.5,0.0,0.008695652,101.3721739,0,5,1,1,1,4,1,1,1,739.5,24,1
4,69.66666667,1,23.0,161,6524.035369,0.005050505,0.013944826,45.41882207,0,11,2,2,3,2,1,0,1,6616.70203567,166,1
7,634.2666667,3,89.5,54,2864.633333,0.012295082,0.024020297,7.448242868,0,11,3,2,3,1,1,0,0,3588.3999997,64,1
11,1215.333333,0,0.0,26,1090.916667,0.014193548,0.033870968,19.55501935,0,5,2,4,7,2,1,0,0,2306.25,37,1
1,21.0,0,0.0,13,1474.5,0.0,0.016666667,69.46175766,0,12,2,2,4,3,1,0,1,1495.5,14,1
0,0.0,0,0.0,8,149.0,0.0,0.033333333,64.788,0,5,2,2,1,2,1,0,1,149.0,8,1
2,8.0,1,14.33333333,14,603.6666667,0.0,0.0125,44.67925,0,3,2,2,1,7,1,0,1,626.0000000299999,17,1
7,722.2083333,9,151.5,238,10340.36916,0.002419355,0.016345046,3.851653215,0,12,2,2,4,1,1,0,0,11214.0774933,254,1
4,68.5,2,845.0,82,2448.784448,0.000374532,0.008907697,6.506831398,0,3,1,1,2,2,1,0,1,3362.284448,88,1
5,263.7333333,1,16.2,97,6079.82,0.002,0.017,3.454874142,0,10,2,2,2,3,1,0,0,6359.7533333,103,1
8,134.3733333,3,256.75,40,1773.610152,0.004255319,0.008355899,13.49047237,0,11,1,1,8,2,1,1,1,2164.7334853,51,1
5,73.5,1,55.0,41,1705.041667,0.004545455,0.023982684,7.25975,0,5,2,4,2,2,1,0,0,1833.541667,47,1
3,67.4,2,16.2,8,281.1,0.0,0.041666667,15.82044157,0,11,3,2,1,20,1,0,1,364.7000000000001,13,1
14,205.9924242,1,65.0,52,1090.385281,0.006479313,0.039161584,5.539900181,0,11,1,1,1,10,1,0,0,1361.3777052,67,1
0,0.0,0,0.0,22,1310.5,0.00952381,0.028571429,23.86359286,0,3,2,2,1,1,1,0,1,1310.5,22,1
0,0.0,0,0.0,7,604.0,0.0,0.033333333,53.988,0,5,2,5,3,2,0,0,1,604.0,7,1
24,290.8603687,6,529.7,178,4339.534423,0.003939056,0.015263169,6.149343862,0,5,2,2,3,4,1,0,0,5160.0947917,208,1
1,8.0,1,15.0,58,2801.75119,0.010526316,0.016374269,7.267034211,0,12,3,2,4,2,1,0,0,2824.75119,60,1
3,29.75,0,0.0,12,398.9803922,0.0,0.005555556,50.51764193,0,11,2,2,2,2,0,0,1,428.7303922,15,1
4,140.5833333,2,385.0,53,1609.990079,0.003571429,0.028928571,7.209305119,0,12,2,2,5,2,1,1,0,2135.5734123,59,1
12,504.2533333,2,1665.066667,243,8768.477228,0.014137484,0.028099523,1.827470744,0,7,2,2,1,1,1,0,1,10937.7972283,257,1
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0,2,2,6,1,2,1,0,1,3117.008334,46,1
7,301.7,6,336.5,42,1981.016667,0.005660377,0.021383648,13.00183962,0,3,1,1,2,2,1,1,1,2619.216667,55,1
1,0.0,0,0.0,53,1170.733333,0.007272727,0.025454545,31.90320066,0,8,2,4,2,3,1,0,1,1170.733333,54,1
0,0.0,0,0.0,15,292.6944444,0.0,0.005128205,54.98,0,5,3,2,4,4,1,0,1,292.6944444,15,1
4,45.33333333,0,0.0,53,1440.298918,0.012727273,0.021974359,1.660118182,0,3,3,2,7,3,1,1,1,1485.63225133,57,1
0,0.0,0,0.0,29,1970.0,0.0,0.0,100.7256048,0,10,4,1,5,2,1,0,1,1970.0,29,1
1,30.5,0,0.0,34,1333.166667,0.0,0.006060606,8.754045182,0,12,2,2,7,2,0,0,1,1363.666667,35,1
4,151.0,0,0.0,30,1547.233333,0.0,0.012121212,28.40448178,0,9,2,2,2,2,1,1,1,1698.233333,34,1
0,0.0,0,0.0,10,724.0,0.0,0.022222222,97.98,0,5,1,1,4,2,0,1,1,724.0,10,1
8,456.9,0,0.0,35,1113.783333,0.0,0.012017544,12.1225775,0,10,2,5,2,2,1,0,1,1570.683333,43,1
5,84.34545455,3,106.8,80,4240.036205,0.000169693,0.011635537,1.257695521,0,7,3,2,1,2,1,0,0,4431.18165955,88,1
1,26.2,0,0.0,13,245.1666667,0.0,0.0,58.9241766,0,8,2,5,3,4,0,0,1,271.3666667,14,1
2,10.0,2,451.5,27,1686.966667,0.006451613,0.023502304,7.964649501,0,3,2,6,7,2,1,0,0,2148.466667,31,1
10,278.6666667,0,0.0,50,907.2363636,0.020411523,0.023212197,1.981038388,0,10,3,2,3,4,1,0,0,1185.9030303,60,1
2,115.6,2,503.25,61,1880.271429,0.0,0.013347763,1.036090909,0,5,2,2,1,4,1,0,0,2499.121429,65,1
12,245.7333333,4,1511.7,439,21857.04648,0.003588626,0.012497612,11.43923328,0,9,2,2,1,13,1,0,0,23614.4798133,455,1
7,105.4666667,0,0.0,44,778.9666667,0.0,0.004166667,37.92414395,0,8,2,2,6,2,0,0,1,884.4333334,51,1
3,666.2,5,173.54,27,1581.48831,0.0,0.010419753,35.22837227,0,10,3,6,3,20,1,0,0,2421.22831,35,1
2,39.5,4,872.0,77,3909.620363,0.002409639,0.022377452,9.849816466,0,5,2,4,3,2,1,0,0,4821.120363,83,1
2,12.625,3,95.0,29,1268.125,0.008333333,0.038,25.04441774,0,11,2,2,1,10,1,0,1,1375.75,34,1
1,13.0,0,0.0,52,1380.166667,0.007692308,0.023076923,21.10579025,0,11,2,2,3,3,1,1,0,1393.166667,53,1
8,187.7,0,0.0,21,881.35,0.0,0.008641975,23.42271616,0,7,2,4,1,2,1,0,0,1069.05,29,1
1,25.0,0,0.0,35,1570.5,0.0,0.002941176,13.07329412,0,5,2,2,6,4,1,1,1,1595.5,36,1
2,561.5,2,31.0,95,4817.924102,0.007496464,0.025637791,50.09121868,0,11,1,1,5,2,1,0,1,5410.424102,99,1
0,0.0,0,0.0,9,154.8,0.018181818,0.03030303,20.74935126,0,11,1,1,4,2,1,0,1,154.8,9,1
0,0.0,0,0.0,15,593.75,0.0,0.014285714,92.9394993,0,11,1,8,3,11,1,1,1,593.75,15,1
0,0.0,0,0.0,10,392.5,0.0,0.02,42.83887416,0,11,1,1,2,2,0,0,1,392.5,10,1
1,3.0,0,0.0,45,884.3357143,0.001086957,0.014389234,18.12446087,0,5,2,2,1,4,1,0,0,887.3357143,46,1
4,39.58333333,0,0.0,115,2547.717986,0.003478261,0.007207729,13.26221446,0,11,2,2,4,10,1,0,1,2587.3013193300003,119,1
5,104.875,0,0.0,39,805.625,0.0,0.020905923,2.217029402,0,12,2,2,2,2,1,0,0,910.5,44,1
3,152.5,5,243.5,43,3065.945238,0.0,0.011666667,3.31108,0,3,1,2,1,1,1,1,1,3461.945238,51,1
3,61.65,7,380.9571429,102,3025.290325,0.014102564,0.019800052,11.43180835,0,9,3,2,1,2,1,0,0,3467.8974679,112,1
0,0.0,0,0.0,16,2214.666667,0.0,0.003921569,92.9041786,0,10,2,2,1,2,0,0,1,2214.666667,16,1
2,13.1,0,0.0,62,5556.932698,0.0,0.020625,4.964521194,0,9,2,2,3,2,1,1,0,5570.032698,64,1
6,40.66666667,0,0.0,49,783.45,0.0,0.007692308,4.272807692,0,5,2,2,1,2,1,1,0,824.1166666700001,55,1
1,29.5,0,0.0,50,1831.903509,0.0,0.010333333,52.03463312,0,12,2,4,3,8,1,0,1,1861.403509,51,1
10,131.34,2,38.2,102,6684.520952,0.002181818,0.017363636,4.215363542,0,9,2,2,5,1,1,0,0,6854.060952,114,1
7,32.64285714,3,189.0,224,6095.481945,0.002623688,0.016400421,10.36159616,0,11,1,2,1,2,1,0,1,6317.124802140001,234,1
3,48.0,1,58.5,35,1698.0,0.005714286,0.005714286,93.52994426,0,11,4,1,1,2,1,1,1,1804.5,39,1
0,0.0,0,0.0,50,1232.02684,0.0,0.001666667,173.4697917,0,5,2,2,9,2,0,0,1,1232.02684,50,1
8,674.0,0,0.0,18,1090.533333,0.008695652,0.026086957,69.2786087,0,5,2,2,1,4,1,0,1,1764.533333,26,1
2,75.0,0,0.0,29,1279.089286,0.003333333,0.014166667,35.60912359,0,11,2,2,3,11,1,0,1,1354.089286,31,1
2,49.8,0,0.0,41,857.2666667,0.012195122,0.0242741,5.850665427,0,11,2,2,1,1,1,0,0,907.0666667,43,1
11,353.125,6,230.25,85,3725.670725,0.007446809,0.014960902,2.527217484,0,12,3,2,6,1,1,0,1,4309.045725,102,1
4,88.0,1,1174.0,173,6014.398401,0.009530632,0.025130309,1.53931845,0,11,3,2,1,2,1,1,1,7276.398401,178,1
1,65.0,0,0.0,65,1803.758333,0.0046875,0.019404762,5.38296875,0,5,3,2,3,3,1,0,0,1868.758333,66,1
13,278.1519608,1,46.5,150,5575.614608,7.27e-05,0.017155355,1.529570511,0,12,2,2,2,1,1,0,1,5900.2665688,164,1
1,9.0,0,0.0,111,2451.869048,0.0,0.015775776,2.797414715,0,5,2,2,8,3,1,0,1,2460.869048,112,1
4,118.5,1,8.5,62,2910.632251,0.005833333,0.017587302,25.05062136,0,11,3,2,1,2,1,0,1,3037.632251,67,1
0,0.0,3,494.0,164,3269.256933,0.006586826,0.012909664,5.873000789,0,12,2,2,1,1,1,0,0,3763.256933,167,1
3,57.0,0,0.0,42,3556.516667,0.0,0.00968254,26.98362279,0,12,2,4,3,1,1,0,0,3613.516667,45,1
2,28.2,0,0.0,7,212.5,0.0,0.007407407,94.01683315,0,11,2,2,3,2,0,1,1,240.7,9,1
4,32.75,0,0.0,13,704.0,0.0,0.024285714,76.79037287,0,12,2,2,1,2,1,0,1,736.75,17,1
3,150.125,4,26.5,26,1332.695346,0.026523297,0.04656682,5.473874968,0,12,3,2,3,2,1,0,0,1509.320346,33,1
3,285.2,0,0.0,23,619.48,0.007692308,0.034615385,8.342755887,0,7,2,4,2,4,1,0,0,904.68,26,1
9,269.8,0,0.0,112,2478.622727,0.0,0.004005848,60.43385263,0,5,2,2,4,3,1,0,1,2748.422727,121,1
0,0.0,0,0.0,153,4565.930621,0.00130719,0.006432173,6.189215434,0,8,2,2,4,1,1,1,1,4565.930621,153,1
1,17.0,4,32.0,11,948.0,0.013333333,0.016666667,25.484,0,5,2,2,1,6,1,0,1,997.0,16,1
9,88.60416667,0,0.0,114,2997.00203,0.0,0.005989942,32.56725746,0,11,2,4,2,2,1,0,1,3085.60619667,123,1
6,94.1,0,0.0,92,4212.141886,0.008333333,0.021875,6.664927724,0,11,1,1,1,2,1,1,1,4306.241886000001,98,1
3,251.8142857,2,101.8,37,1722.814286,0.001025641,0.007997558,4.683075961,0,10,1,1,1,2,1,1,0,2076.4285717,42,1
12,158.5952381,2,167.0,48,1256.291667,0.003846154,0.016570513,29.76290794,0,11,3,2,1,2,1,0,0,1581.8869051,62,1
1,10.0,1,36.6,78,1983.225629,0.0025,0.007916667,15.50362136,0,6,3,2,1,2,1,0,0,2029.825629,80,1
8,63.0,0,0.0,36,1500.380952,0.010810811,0.01981982,14.33124324,0,5,2,2,2,4,1,0,0,1563.380952,44,1
5,145.8833333,0,0.0,9,112.0833333,0.023529412,0.043137255,2.001640344,0,7,3,2,4,1,1,0,0,257.9666666,14,1
6,108.9166667,0,0.0,24,516.4166667,0.0,0.013333333,8.1816,0,5,2,2,1,5,1,1,1,625.3333333999999,30,1
8,1013.171429,4,353.9666667,90,4984.371429,0.042666667,0.066033333,1.464010432,0,8,2,2,3,13,1,1,0,6351.5095247,102,1
5,99.66666667,0,0.0,14,1714.166667,0.0,0.022222222,33.196,0,5,2,2,1,2,1,0,0,1813.83333367,19,1
13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,17.34893623,0,3,2,2,1,2,1,1,1,6609.138712999999,181,1
0,0.0,0,0.0,53,1121.433333,0.007843137,0.019607843,24.57349606,0,7,2,4,9,1,1,0,1,1121.433333,53,1
1,19.83333333,0,0.0,17,545.0833333,0.0,0.00625,9.836358025,0,11,3,2,5,2,0,0,1,564.91666663,18,1
2,147.5,7,209.0,48,698.6715201,0.004487179,0.01989011,68.91364255,0,11,3,2,7,11,1,0,1,1055.1715201,57,1
7,74.08333333,1,3.0,197,2915.571429,0.0,0.005025126,1.573423226,0,11,2,2,3,3,1,1,0,2992.6547623300003,205,1
1,27.9,0,0.0,64,3875.427778,0.0,0.019583333,5.698585477,0,11,2,2,1,2,1,0,0,3903.327778,65,1
10,318.6410256,9,991.25,216,7761.034859,0.007542901,0.022135148,1.589329821,0,11,2,6,2,2,1,1,1,9070.9258846,235,1
3,49.5,1,0.0,50,1570.362302,0.008959436,0.027766386,1.818480813,0,11,3,2,1,10,1,0,1,1619.862302,54,1
7,114.25,1,17.33333333,25,874.5833333,0.0,0.012345679,54.33103704,0,5,2,5,2,4,1,1,1,1006.16666663,33,1
0,0.0,0,0.0,15,865.0,0.026666667,0.04,57.584,0,5,2,2,1,4,1,0,0,865.0,15,1
6,110.5,1,20.0,137,5380.686996,0.005517241,0.021311846,1.963592426,0,11,2,4,3,10,1,0,1,5511.186996,144,1
2,29.0,1,0.0,9,536.0,0.0,0.018181818,37.51854545,0,5,2,2,3,4,0,0,1,565.0,12,1
6,95.91666667,0,0.0,19,671.55,0.0,0.020454545,28.12876638,0,12,2,2,7,2,1,0,0,767.46666667,25,1
0,0.0,0,0.0,9,980.5666667,0.0,0.011111111,78.56959864,0,9,2,2,5,2,0,0,1,980.5666667,9,1
8,820.8,1,29.5,59,1609.313889,0.010447761,0.030795428,12.44030746,0,5,2,4,4,2,1,1,0,2459.613889,68,1
7,92.5,0,0.0,48,1681.52381,0.0,0.016993464,53.988,0,5,2,2,2,2,1,0,0,1774.02381,55,1
11,347.7916667,0,0.0,91,2434.144872,0.002020202,0.019021966,10.51901813,0,12,2,2,4,3,1,0,0,2781.9365387,102,1
1,123.0,0,0.0,7,181.5,0.0,0.025,64.7325,0,3,2,2,1,2,0,1,1,304.5,8,1
1,33.5,0,0.0,18,1169.0,0.0,0.011764706,54.38258659,0,12,2,4,7,2,0,0,1,1202.5,19,1
1,25.75,3,189.5,22,2297.801282,0.01474359,0.017435897,18.99561538,0,5,3,2,1,13,1,0,1,2513.051282,26,1
6,32.5,2,62.5,80,1190.418903,0.005714286,0.027420635,7.530107143,0,5,2,2,1,4,1,0,0,1285.418903,88,1
0,0.0,0,0.0,50,1149.433333,0.012,0.026383333,4.5476,0,5,4,1,1,4,1,0,1,1149.433333,50,1
7,243.7469512,1,1073.0,33,4931.198912,0.016666667,0.028235129,25.10043261,0,11,3,2,2,2,1,0,0,6247.9458632,41,1
6,84.66666667,0,0.0,24,1387.5,0.0,0.017261905,11.30850046,0,11,2,2,1,3,1,0,1,1472.16666667,30,1
0,0.0,3,300.0,13,509.1214286,0.006666667,0.002222222,40.7932,0,3,3,2,7,2,1,1,1,809.1214286,16,1
