Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,SessionDuration,TotalPagesViewed,Revenue
3,37.3,4,166.0,67,3872.50942,0.039495923,0.04474971,2.341419718,0,5,3,2,3,2,1,0,0,1,4075.80942,74,0
2,32.83333333,0,0.0,16,877.6666667,0.004166667,0.020208333,0.0,0,11,3,2,6,6,1,0,0,1,910.50000003,18,0
0,0.0,0,0.0,15,489.7083333,0.0,0.003846154,0.0,0,12,1,1,1,2,0,1,0,0,489.7083333,15,0
5,106.9,0,0.0,211,7442.388149,0.012735849,0.028901336,0.0,0,8,2,2,3,13,0,0,0,1,7549.288149,216,0
4,171.5,0,0.0,75,2416.060484,0.007699443,0.036664764,0.0,0,11,2,2,2,1,0,0,0,1,2587.560484,79,1
1,10.0,0,0.0,25,583.35,0.0,0.016,71.07435633,0,10,1,1,1,2,0,0,0,1,593.35,26,1
0,0.0,0,0.0,98,3986.789646,0.006122449,0.027110844,0.0,0,12,2,2,1,2,0,0,0,1,3986.789646,98,0
5,95.1,4,116.8,53,1696.567619,0.003508772,0.017602339,0.0,0,10,2,2,5,2,0,0,0,1,1908.467619,62,0
1,139.0,3,871.4,137,7672.152381,0.00177305,0.011631206,37.72031898,0,10,2,2,4,2,0,0,0,1,8682.552381,141,1
1,34.5,0,0.0,40,1473.658333,0.0,0.031153846,0.0,0,11,1,1,8,10,1,0,0,1,1508.158333,41,0
0,0.0,0,0.0,66,6100.527778,0.010606061,0.046262626,0.0,0,5,2,5,2,6,0,0,0,1,6100.527778,66,0
0,0.0,0,0.0,17,287.75,0.073529412,0.121568627,0.0,0,5,2,2,1,4,0,0,0,1,287.75,17,0
0,0.0,0,0.0,20,526.5,0.02,0.035,0.0,0,11,3,2,2,13,0,0,0,1,526.5,20,0
3,42.4,0,0.0,20,331.8914286,0.0,0.004761905,0.0,0,8,2,2,8,1,1,0,0,1,374.2914286,23,0
0,0.0,0,0.0,6,203.15,0.0,0.051111111,0.0,0,3,2,2,7,2,0,0,0,1,203.15,6,0
1,11.0,0,0.0,20,1166.333333,0.0,0.002631579,14.1273698,0,11,2,2,2,2,1,0,0,1,1177.333333,21,1
2,135.0,0,0.0,53,1511.195238,0.005454545,0.025787879,0.0,0,5,2,2,1,6,1,0,0,1,1646.195238,55,0
0,0.0,0,0.0,31,2285.2,0.006451613,0.04516129,0.0,0,11,2,2,9,1,0,0,0,1,2285.2,31,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,3,2,2,2,1,0,0,0,1,0.0,1,0
3,108.0,0,0.0,26,730.5333333,0.011538462,0.014102564,0.0,0,5,1,1,1,11,0,0,0,1,838.5333333,29,0
0,0.0,0,0.0,2,17.0,0.0,0.1,0.0,0,12,8,2,7,2,0,0,0,1,17.0,2,0
0,0.0,0,0.0,18,860.5603175,0.0,0.009705882,0.0,0,10,3,2,6,1,0,0,0,1,860.5603175,18,0
0,0.0,0,0.0,39,1867.033333,0.0,0.020512821,0.0,0,11,2,4,4,2,0,0,0,1,1867.033333,39,0
3,94.0,0,0.0,19,707.2666667,0.0,0.035714286,0.0,0,5,2,2,4,2,0,0,0,1,801.2666667,22,0
0,0.0,0,0.0,28,558.4761905,0.016666667,0.016309524,0.0,0,11,1,1,2,2,0,0,0,1,558.4761905,28,0
1,5.0,0,0.0,29,3441.439286,0.007142857,0.005654762,0.0,0,12,3,2,8,10,0,0,0,1,3446.439286,30,0
4,309.0,0,0.0,27,877.5,0.0,0.007407407,44.47733333,0,5,1,1,1,4,0,1,0,0,1186.5,31,1
0,0.0,0,0.0,5,1306.0,0.06,0.12,0.0,0,3,2,2,5,13,0,0,0,1,1306.0,5,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,5,2,4,3,2,0,0,0,1,0.0,1,0
1,28.0,0,0.0,19,362.0,0.0,0.005555556,0.0,0,5,2,2,7,5,0,0,0,1,390.0,20,0
5,51.0,0,0.0,10,116.0,0.0,0.016666667,0.0,0,11,2,2,7,2,0,1,0,0,167.0,15,0
6,279.0,2,69.5,41,1430.25,0.0,0.009929078,3.836079931,0,12,2,2,2,7,0,0,0,1,1778.75,49,1
6,136.5555556,0,0.0,59,3224.819084,0.002985075,0.011923715,8.567426866,0,3,2,4,2,2,1,0,0,1,3361.3746396,65,1
2,25.2,0,0.0,13,238.5333333,0.0,0.009375,36.70369311,0,10,2,2,1,20,0,0,0,1,263.7333333,15,1
0,0.0,0,0.0,3,16.0,0.0,0.066666667,0.0,0,5,2,2,5,1,0,0,0,1,16.0,3,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0,8,1,1,3,4,0,0,0,1,0.0,3,0
0,0.0,0,0.0,12,249.5,0.005555556,0.025,0.0,0,3,2,7,7,1,0,0,0,1,249.5,12,0
2,76.6,0,0.0,28,488.91,0.014814815,0.022222222,45.19820194,0,6,1,2,1,1,1,0,0,1,565.51,30,1
2,0.0,0,0.0,3,52.0,0.1,0.111111111,0.0,0,5,1,2,1,6,1,0,0,1,52.0,5,0
1,7.125,6,1043.928571,73,3585.177579,0.008175105,0.024451608,0.0,0,11,3,2,5,2,0,0,0,1,4636.23115,80,0
2,21.0,0,0.0,25,278.1366667,0.0,0.007692308,77.4579855,0,11,2,2,7,2,0,1,0,0,299.1366667,27,0
0,0.0,0,0.0,6,252.3,0.0,0.0,22.15399132,0,11,1,1,7,3,0,0,0,1,252.3,6,1
6,264.4166667,0,0.0,22,1275.092424,0.0,0.013512907,65.74605279,0,12,3,2,5,2,0,0,0,1,1539.5090907,28,0
12,521.075,0,0.0,83,5124.691667,0.0,0.011196593,35.25420124,0,12,2,2,7,6,0,0,0,1,5645.766667,95,0
3,92.0,0,0.0,91,4155.620833,0.002553191,0.022150056,0.0,0,11,1,2,1,2,1,0,0,1,4247.620833,94,0
0,0.0,0,0.0,11,1435.0,0.054545455,0.109090909,0.0,0,5,2,2,1,1,1,0,0,1,1435.0,11,0
1,47.4,0,0.0,5,238.2,0.0,0.033333333,0.0,0,9,2,2,5,4,1,1,0,0,285.6,6,0
0,0.0,0,0.0,82,3247.433333,0.002439024,0.012804878,0.0,0,11,2,2,1,2,0,0,0,1,3247.433333,82,0
6,49.08333333,1,619.5,58,2572.429487,0.00625,0.020729167,0.0,0,11,1,2,1,2,0,0,0,1,3241.01282033,65,1
0,0.0,0,0.0,24,386.75,0.016666667,0.051388889,0.0,0,11,2,4,1,3,0,0,0,1,386.75,24,0
0,0.0,0,0.0,8,136.75,0.005,0.105,0.0,0,3,2,2,2,10,0,0,0,1,136.75,8,0
0,0.0,0,0.0,14,152.0,0.057142857,0.057142857,0.0,0,12,1,1,4,3,0,0,0,1,152.0,14,0
5,218.8,0,0.0,5,71.4,0.0,0.02,11.21330466,0,10,2,4,7,2,0,1,0,0,290.20000000000005,10,1
0,0.0,0,0.0,20,616.5,0.0,0.01,0.0,0,11,3,3,1,3,0,1,0,0,616.5,20,0
4,86.6,0,0.0,12,193.75,0.008888889,0.016666667,0.0,0,5,1,2,3,5,0,0,0,1,280.35,16,0
2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0,3,1,1,3,10,0,1,0,0,502.0,26,0
5,335.8,0,0.0,20,910.41,0.0,0.003333333,0.0,0,11,2,2,4,2,1,1,0,0,1246.21,25,0
16,230.3263889,1,0.0,86,2351.834722,0.002061856,0.020836197,0.335232374,0,12,2,2,4,10,1,0,0,1,2582.1611109,103,0
1,28.2,1,37.3,7,70.46666667,0.058333333,0.086904762,0.0,0,10,2,2,1,20,0,0,0,1,135.96666667,9,0
0,0.0,0,0.0,12,213.2833333,0.016666667,0.041666667,0.0,0,8,3,2,3,4,0,0,0,1,213.2833333,12,0
2,43.2,0,0.0,27,264.4,0.044444444,0.081481481,0.0,0,7,2,2,7,13,0,0,0,1,307.6,29,0
0,0.0,1,112.0,43,1866.107143,0.0,0.025,0.0,0,11,2,2,1,2,1,0,0,1,1978.107143,44,0
0,0.0,0,0.0,13,472.4333333,0.0,0.004395604,0.0,0,7,2,2,3,2,0,0,0,1,472.4333333,13,0
0,0.0,0,0.0,5,168.9,0.0,0.011428571,0.0,0,12,3,2,1,2,0,1,0,0,168.9,5,0
0,0.0,0,0.0,1,612.0,0.0,0.1,0.0,0,5,1,1,1,3,0,0,0,1,612.0,1,0
1,537.0,0,0.0,14,1383.5,0.0,0.030769231,9.407538462,0,5,2,2,3,1,0,0,0,1,1920.5,15,1
0,0.0,2,183.0,16,866.4166667,0.0,0.004444444,0.0,0,11,4,1,3,3,1,0,0,1,1049.4166667,18,0
5,106.0,0,0.0,111,8684.983333,0.002678571,0.019613095,3.696136038,0,12,2,2,3,1,0,0,0,1,8790.983333,116,0
1,20.0,0,0.0,18,512.8333333,0.021052632,0.046491228,4.308315789,0,5,1,1,3,3,0,0,0,1,532.8333333,19,0
7,111.0833333,0,0.0,24,431.5,0.008,0.012,0.0,0,12,1,1,1,3,0,0,0,1,542.5833333,31,0
0,0.0,0,0.0,13,143.0,0.1,0.138461538,0.0,0,5,3,2,1,13,0,0,0,1,143.0,13,0
5,134.5,0,0.0,11,237.6666667,0.0,0.018181818,0.0,0,12,3,2,2,2,0,0,0,1,372.1666667,16,0
7,257.4,0,0.0,7,244.7333333,0.018181818,0.018181818,0.0,0,11,1,1,4,2,0,1,0,0,502.1333333,14,0
5,50.0,0,0.0,106,3095.200725,0.012612613,0.034684685,0.0,0,12,2,2,3,2,0,0,0,1,3145.200725,111,0
0,0.0,0,0.0,25,588.7190476,0.0,0.014782609,0.0,0,5,3,2,4,2,0,0,0,1,588.7190476,25,0
0,0.0,2,407.5,14,1043.15,0.05,0.08125,0.0,0,11,1,1,1,2,1,0,0,1,1450.65,16,0
5,139.9833333,0,0.0,27,677.8833333,0.0,0.006060606,0.0,0,12,1,2,1,2,1,1,0,0,817.8666666,32,0
0,0.0,0,0.0,11,164.0,0.036363636,0.054545455,0.0,0,7,2,5,6,1,0,0,0,1,164.0,11,0
0,0.0,0,0.0,7,1260.666667,0.057142857,0.107142857,0.0,0,5,2,4,5,6,0,0,0,1,1260.666667,7,0
9,358.2583333,3,377.4333333,64,5738.902193,0.0,0.020187793,12.08836478,0,10,2,2,1,13,0,0,0,1,6474.5938596,76,1
0,0.0,0,0.0,19,621.7266667,0.010526316,0.024035088,0.0,0,7,1,1,1,2,0,0,0,1,621.7266667,19,0
2,32.7,0,0.0,6,812.35,0.018181818,0.036709957,24.16451021,0,8,3,2,1,2,0,0,0,1,845.0500000000001,8,0
1,466.0,0,0.0,6,609.5416667,0.033333333,0.116666667,0.0,0,11,2,2,1,2,0,0,0,1,1075.5416667,7,0
2,66.0,1,0.0,10,302.0,0.042857143,0.05952381,19.53495497,0,3,2,6,3,2,0,0,0,1,368.0,13,1
5,81.66666667,0,0.0,43,875.0,0.0,0.009761905,0.0,0,5,2,2,5,4,0,0,0,1,956.66666667,48,0
2,27.46666667,3,245.8,28,524.06,0.02,0.054666667,20.42600013,0,10,2,2,7,1,0,0,0,1,797.3266666699999,33,1
0,0.0,0,0.0,8,833.75,0.0125,0.0375,0.0,0,12,2,5,1,3,0,0,0,1,833.75,8,0
3,206.6666667,0,0.0,15,936.1666667,0.01875,0.09375,0.0,0,3,2,4,3,1,0,0,0,1,1142.8333334,18,0
0,0.0,0,0.0,21,476.8666667,0.00952381,0.034126984,0.0,0,11,3,2,1,2,1,0,0,1,476.8666667,21,0
0,0.0,0,0.0,57,1718.5,0.039766082,0.054736842,0.0,0,5,1,1,2,3,0,0,0,1,1718.5,57,0
0,0.0,0,0.0,53,952.1598198,0.015839126,0.037802052,0.0,0,7,3,2,8,1,1,0,0,1,952.1598198,53,0
0,0.0,1,14.75,30,2445.066667,0.033333333,0.026888889,0.0,0,12,3,2,3,3,0,0,0,1,2459.816667,31,0
2,127.0,0,0.0,13,473.5,0.015384615,0.042307692,0.0,0,5,1,1,1,2,0,0,0,1,600.5,15,0
6,190.4166667,0,0.0,78,3913.98703,0.005424955,0.006561181,0.0,0,11,3,2,5,1,1,0,0,1,4104.4036967,84,0
7,36.05,0,0.0,27,344.45,0.0,0.035714286,0.0,0,7,2,2,7,4,0,0,0,1,380.5,34,0
0,0.0,0,0.0,11,490.8333333,0.0,0.045454545,0.0,0,12,3,2,6,2,0,1,0,0,490.8333333,11,0
6,186.6666667,2,100.8,11,347.4,0.0,0.015,0.0,0,8,3,2,4,5,0,0,0,1,634.8666667,19,1
4,54.8,0,0.0,3,20.25714286,0.0,0.028571429,0.0,0,8,1,1,3,2,0,0,0,1,75.05714286,7,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0,3,3,2,1,10,0,0,0,1,0.0,2,0
7,200.5,0,0.0,66,2656.183333,0.000925926,0.009652076,2.208494444,0,5,2,2,1,1,0,0,0,1,2856.683333,73,0
3,31.5,0,0.0,13,956.5,0.0,0.04,0.0,0,3,2,2,1,13,0,0,0,1,988.0,16,0
0,0.0,0,0.0,141,2886.523521,0.004316547,0.018798094,0.0,0,5,2,2,4,3,0,0,0,1,2886.523521,141,0
5,136.1,0,0.0,45,1424.804887,0.0,0.008333333,10.19295165,0,11,2,2,6,2,1,0,0,1,1560.904887,50,1
0,0.0,0,0.0,3,1952.5,0.066666667,0.122222222,0.0,0,11,1,1,2,1,0,0,0,1,1952.5,3,0
4,115.8,0,0.0,46,2557.35,0.0,0.01372549,44.35848718,0,10,2,2,1,2,0,0,0,1,2673.15,50,1
6,90.1,0,0.0,35,643.05,0.0,0.015789474,0.0,0,10,1,1,3,4,1,0,0,1,733.15,41,0
5,28.58333333,0,0.0,45,649.8632035,0.006122449,0.02755102,0.0,0,7,3,2,6,5,0,0,0,1,678.44653683,50,0
0,0.0,0,0.0,41,1271.333333,0.029268293,0.047560976,0.0,0,5,2,2,1,13,0,0,0,1,1271.333333,41,0
0,0.0,0,0.0,8,370.0,0.0,0.025,0.0,0,5,2,2,3,14,1,0,0,1,370.0,8,0
0,0.0,0,0.0,14,429.9166667,0.014285714,0.033333333,0.0,0,11,1,8,4,11,0,0,0,1,429.9166667,14,0
0,0.0,0,0.0,22,987.6,0.009090909,0.015151515,0.0,0,10,2,2,1,4,1,0,0,1,987.6,22,0
1,39.2,0,0.0,26,1210.917778,0.014814815,0.014814815,2.480024644,0,11,4,2,1,1,0,0,0,1,1250.117778,27,1
4,85.0,0,0.0,22,452.5833333,0.0,0.008333333,107.94,0,5,2,2,6,4,0,1,0,0,537.5833333,26,1
1,37.5,0,0.0,5,65.5,0.033333333,0.066666667,0.0,0,11,1,1,3,3,0,1,0,0,103.0,6,0
3,314.5,0,0.0,22,2837.166667,0.0,0.008333333,0.0,0,5,2,4,2,2,0,1,0,0,3151.666667,25,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,11,2,7,3,1,0,0,0,1,0.0,1,0
0,0.0,7,1222.75,11,443.0,0.035294118,0.041176471,0.0,0,5,1,2,3,2,0,0,0,1,1665.75,18,0
0,0.0,0,0.0,9,53.0,0.066666667,0.111111111,0.0,0,12,2,5,3,1,1,0,0,1,53.0,9,0
3,197.5,0,0.0,15,343.25,0.011764706,0.029411765,0.0,0,12,2,4,4,2,0,0,0,1,540.75,18,0
5,97.83333333,0,0.0,15,489.0,0.0,0.00625,81.334441,0,12,8,13,9,20,0,0,1,0,586.83333333,20,1
0,0.0,0,0.0,4,41.0,0.1,0.15,0.0,0,5,2,2,1,2,0,0,0,1,41.0,4,0
0,0.0,1,41.5,98,2400.037843,0.000183655,0.011646771,0.0,0,11,2,2,1,2,0,0,0,1,2441.537843,99,1
0,0.0,0,0.0,27,783.25,0.014814815,0.033227513,0.0,0,5,2,10,3,3,0,0,0,1,783.25,27,0
0,0.0,1,0.0,50,1115.459524,0.007843137,0.015686275,0.0,0,5,3,2,6,4,1,0,0,1,1115.459524,51,0
0,0.0,0,0.0,4,157.5,0.0,0.05,0.0,0,11,2,4,9,2,0,0,0,1,157.5,4,0
2,55.5,0,0.0,25,2466.533333,0.007407407,0.028888889,49.01323885,0,12,2,2,1,2,0,0,0,1,2522.033333,27,0
0,0.0,0,0.0,8,148.75,0.0,0.025,0.0,0,3,2,4,3,2,1,0,0,1,148.75,8,0
1,17.0,0,0.0,22,399.8,0.019047619,0.038095238,0.0,0,3,1,5,7,1,0,0,0,1,416.8,23,0
0,0.0,1,90.0,11,1056.5,0.018181818,0.054545455,0.0,0,3,4,2,1,2,0,0,0,1,1146.5,12,0
0,0.0,2,30.0,11,1114.916667,0.0,0.030769231,0.0,0,3,3,2,1,3,0,0,0,1,1144.916667,13,0
2,40.5,1,4.0,19,472.5416667,0.0,0.005,0.0,0,11,1,1,4,2,0,0,0,1,517.0416667,22,0
0,0.0,0,0.0,17,315.0833333,0.0,0.014705882,0.0,0,12,2,2,3,1,0,0,0,1,315.0833333,17,1
0,0.0,0,0.0,58,3200.366667,0.003448276,0.027586207,0.0,0,3,2,2,6,1,0,0,0,1,3200.366667,58,0
0,0.0,0,0.0,2,41.5,0.0,0.1,0.0,0,12,2,2,5,1,0,0,0,1,41.5,2,0
0,0.0,0,0.0,40,1385.666667,0.005,0.0225,0.0,0,11,2,2,1,1,0,0,0,1,1385.666667,40,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,9,2,2,1,1,1,0,0,1,0.0,1,0
4,126.0,0,0.0,22,633.9857143,0.004166667,0.021296296,0.0,0,5,3,2,4,2,0,0,0,1,759.9857143,26,0
16,445.35,0,0.0,103,2091.037588,0.007894737,0.028165804,7.224419132,0,10,3,2,1,2,1,0,0,1,2536.387588,119,0
0,0.0,0,0.0,4,163.0,0.05,0.1,0.0,0,12,2,2,3,11,0,0,0,1,163.0,4,0
6,137.9166667,0,0.0,92,3163.14329,0.001075269,0.0095145,32.22246226,0,11,2,2,1,1,0,0,0,1,3301.0599567,98,1
0,0.0,0,0.0,2,30.0,0.0,0.05,0.0,0,3,3,2,1,9,1,0,0,1,30.0,2,0
3,81.6,0,0.0,13,443.9,0.0,0.0125,0.0,0,9,1,1,5,5,0,1,0,0,525.5,16,0
3,92.0,0,0.0,134,6897.942424,0.002985075,0.008824665,0.0,0,5,2,2,2,1,0,0,0,1,6989.942424,137,0
5,85.5,0,0.0,30,2188.258333,0.0,0.0078125,45.58268367,0,11,2,2,2,8,1,1,0,0,2273.758333,35,1
0,0.0,0,0.0,34,920.55,0.030588235,0.042913165,0.0,0,12,3,2,1,1,1,0,0,1,920.55,34,0
0,0.0,0,0.0,45,507.1111111,0.008888889,0.024444444,0.0,0,6,4,2,3,1,0,0,0,1,507.1111111,45,0
2,37.0,0,0.0,46,3043.916667,0.030434783,0.05,0.0,0,11,2,2,3,2,0,0,0,1,3080.916667,48,0
2,23.0,0,0.0,97,1589.183333,0.008070175,0.014967419,0.0,0,5,2,5,1,3,0,0,0,1,1612.183333,99,0
1,6.0,2,15.0,19,512.0666667,0.00952381,0.033333333,0.0,0,5,2,2,1,4,0,0,0,1,533.0666667,22,0
6,162.7,6,205.0,52,2983.358135,0.010112994,0.017261259,17.4767153,0,11,3,2,4,2,0,0,0,1,3351.058135,64,0
0,0.0,0,0.0,11,1289.333333,0.0,0.022222222,0.0,0,12,1,1,6,2,0,1,0,0,1289.333333,11,0
1,11.1,0,0.0,48,830.3142529,0.004347826,0.017619048,0.0,0,11,1,1,1,3,0,0,0,1,841.4142529000001,49,0
2,76.6,0,0.0,33,1932.716667,0.0,0.025196078,0.0,0,8,2,2,4,13,0,0,0,1,2009.316667,35,0
3,177.88,0,0.0,12,311.6133333,0.05,0.052380952,0.0,0,10,3,2,2,13,0,0,0,1,489.4933333,15,0
0,0.0,0,0.0,13,266.8,0.0,0.015384615,0.0,0,7,2,5,7,4,0,0,0,1,266.8,13,0
0,0.0,0,0.0,26,955.375,0.0,0.008333333,0.0,0,12,2,2,7,2,1,1,0,0,955.375,26,0
0,0.0,0,0.0,15,314.5,0.0,0.013333333,0.0,0,12,8,13,9,20,0,0,1,0,314.5,15,0
0,0.0,0,0.0,59,1889.7,0.005747126,0.014203612,0.0,0,5,2,2,1,3,0,0,0,1,1889.7,59,0
0,0.0,0,0.0,16,381.2142857,0.0125,0.022395833,0.0,0,11,3,2,1,2,0,0,0,1,381.2142857,16,0
4,109.0,2,34.0,30,1049.833333,0.0125,0.028645833,0.0,0,5,2,2,6,4,1,0,0,1,1192.833333,36,0
3,79.93333333,0,0.0,17,348.85,0.0,0.023684211,0.0,0,11,2,2,1,20,0,0,0,1,428.78333333,20,0
0,0.0,0,0.0,5,43.0,0.0,0.04,0.0,0,3,1,1,1,9,1,0,0,1,43.0,5,0
1,32.0,0,0.0,9,455.0,0.0,0.022222222,18.65333333,0,5,2,2,8,2,1,0,0,1,487.0,10,1
0,0.0,0,0.0,15,263.25,0.013333333,0.04,0.0,0,11,1,1,3,10,1,0,0,1,263.25,15,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,8,2,2,3,1,0,0,0,1,0.0,1,0
2,61.16666667,0,0.0,47,901.25,0.008333333,0.025,32.799375,0,5,2,4,6,4,0,0,0,1,962.41666667,49,1
10,593.4666667,1,21.2,39,1110.966667,0.004255319,0.010992908,112.4406212,0,9,4,2,7,2,0,0,0,1,1725.6333337,50,0
0,0.0,0,0.0,4,202.75,0.0,0.025,0.0,0,11,3,2,1,13,0,0,0,1,202.75,4,0
0,0.0,0,0.0,21,587.9166667,0.023333333,0.031666667,23.33239205,0,11,3,2,1,10,0,0,0,1,587.9166667,21,0
4,659.5066667,3,92.7,160,2006.59312,0.002453988,0.013361447,9.453449065,0,8,2,2,7,2,0,0,0,1,2758.7997867,167,0
4,82.0,0,0.0,23,570.5166667,0.007407407,0.024074074,0.0,0,3,1,2,7,8,0,0,0,1,652.5166667,27,0
0,0.0,0,0.0,33,1239.5,0.070588235,0.095098039,0.0,1,5,2,2,1,2,1,0,0,1,1239.5,33,0
8,274.5,0,0.0,24,515.5757576,0.0,0.003703704,0.0,0,3,3,2,2,2,1,0,0,1,790.0757576,32,0
4,20.06666667,1,189.4,10,297.1666667,0.0,0.028571429,0.0,0,11,2,2,1,4,0,0,0,1,506.63333337,15,0
6,123.4642857,0,0.0,34,1570.469048,0.001052632,0.010431717,19.66912605,0,12,2,2,2,7,1,0,0,1,1693.9333336999998,40,1
0,0.0,0,0.0,16,622.0,0.0,0.0125,0.0,0,3,2,10,2,6,0,0,0,1,622.0,16,0
0,0.0,0,0.0,11,782.5,0.0,0.01,0.0,0,12,1,1,3,2,0,1,0,0,782.5,11,0
3,91.75,0,0.0,20,1171.333333,0.003174603,0.018571429,0.0,0,5,3,2,2,4,1,0,0,1,1263.083333,23,0
0,0.0,0,0.0,10,594.0,0.0,0.031666667,0.0,0,12,2,2,1,2,0,0,0,1,594.0,10,0
1,31.25,0,0.0,31,1470.208333,0.0,0.012222222,0.0,0,11,3,2,3,8,0,1,0,0,1501.458333,32,1
0,0.0,0,0.0,30,599.9190476,0.0,0.004285714,0.0,0,7,1,1,1,4,0,0,0,1,599.9190476,30,0
0,0.0,0,0.0,3,103.6,0.0,0.033333333,0.0,0,7,3,2,1,6,0,0,0,1,103.6,3,0
0,0.0,0,0.0,25,948.3428571,0.0,0.009,0.0,0,11,2,4,1,3,0,0,0,1,948.3428571,25,0
4,234.3,0,0.0,2,11.1,0.0,0.04,0.0,0,10,1,1,8,5,1,1,0,0,245.4,6,0
0,0.0,0,0.0,15,365.1666667,0.013333333,0.02,0.0,0,11,2,2,1,13,0,0,0,1,365.1666667,15,0
4,45.83333333,0,0.0,70,1692.257143,0.0,0.014555556,0.0,0,11,2,2,1,2,0,0,0,1,1738.09047633,74,0
3,179.0,0,0.0,15,432.75,0.0,0.011111111,0.0,0,12,2,2,1,2,0,1,0,0,611.75,18,0
0,0.0,0,0.0,20,2280.833333,0.01,0.038333333,0.0,0,5,1,1,1,4,0,0,0,1,2280.833333,20,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0,3,1,8,2,1,0,0,0,1,0.0,3,0
0,0.0,0,0.0,6,97.5,0.0,0.016666667,0.0,0,12,1,1,3,2,0,0,0,1,97.5,6,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,5,2,2,1,4,0,0,0,1,0.0,1,0
18,167.0,0,0.0,37,1113.898538,0.016666667,0.030296143,0.0,0,11,2,2,3,2,0,0,0,1,1280.898538,55,0
0,0.0,0,0.0,10,80.5,0.083333333,0.092222222,0.0,0,12,2,2,1,3,0,0,0,1,80.5,10,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,7,3,2,1,13,0,0,0,1,0.0,1,0
0,0.0,0,0.0,64,3038.38,0.017534722,0.038333333,0.0,0,9,2,2,1,1,0,0,0,1,3038.38,64,0
2,124.0,0,0.0,13,495.0,0.0,0.028571429,0.0,0,3,2,4,5,1,0,0,0,1,619.0,15,0
1,7.0,0,0.0,11,298.0,0.0,0.006666667,0.0,0,3,3,2,3,3,1,0,0,1,305.0,12,0
9,965.5,0,0.0,30,1895.133333,0.005405405,0.011186186,0.0,0,12,3,2,3,2,1,0,0,1,2860.633333,39,0
1,49.0,0,0.0,4,2210.5,0.0,0.013333333,0.0,0,5,1,1,1,3,1,0,0,1,2259.5,5,0
4,52.5,0,0.0,11,463.5,0.0,0.007692308,0.0,0,11,3,2,6,11,1,1,0,0,516.0,15,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0,5,3,2,3,3,0,0,0,1,0.0,1,0
0,0.0,0,0.0,6,50.0,0.033333333,0.066666667,0.0,0,5,2,5,6,4,0,0,0,1,50.0,6,0
0,0.0,1,7.0,10,672.5142857,0.0,0.018181818,60.71287168,0,9,1,1,7,2,0,0,0,1,679.5142857,11,1
8,46.875,3,10.0,111,5358.375439,0.0,0.011957672,10.21771151,0,11,2,2,1,11,0,0,0,1,5415.250439,122,1
1,45.5,0,0.0,10,333.25,0.0,0.018181818,9.905143745,0,12,2,2,1,2,1,1,0,0,378.75,11,1
0,0.0,0,0.0,8,158.25,0.0,0.003571429,0.0,0,11,1,8,4,11,1,0,0,1,158.25,8,0
0,0.0,0,0.0,2,86.0,0.0,0.05,0.0,0,3,1,1,1,9,1,0,0,1,86.0,2,0
0,0.0,0,0.0,27,468.5416667,0.014814815,0.022222222,0.0,0,12,3,2,3,3,1,0,0,1,468.5416667,27,0
0,0.0,0,0.0,32,749.25,0.0,0.00625,0.0,0,12,2,2,3,8,0,1,0,0,749.25,32,0
0,0.0,0,0.0,20,644.4,0.0,0.007777778,0.0,0,3,1,1,7,3,0,0,0,1,644.4,20,0
4,38.30555556,0,0.0,52,1630.972222,0.012,0.026,0.0,1,5,6,5,3,2,1,0,0,1,1669.27777756,56,0
7,114.2,0,0.0,26,360.1816667,0.0,0.008800253,0.0,0,11,1,1,1,2,0,0,0,1,474.3816667,33,0
0,0.0,0,0.0,2,31.2,0.0,0.1,0.0,0,8,3,2,1,3,0,0,0,1,31.2,2,0
0,0.0,0,0.0,19,989.3333333,0.0,0.011111111,25.109,0,5,3,2,1,2,1,1,0,0,989.3333333,19,1
7,165.9166667,2,150.5,42,3127.078788,0.009614512,0.021287825,0.0,0,11,1,1,3,2,0,0,0,1,3443.4954547,51,0
0,0.0,0,0.0,24,330.0833333,0.0375,0.043055556,0.0,1,5,1,1,7,4,1,0,0,1,330.0833333,24,0
1,5.0,0,0.0,108,2367.4,0.0,0.003773585,0.0,0,12,2,2,1,2,1,1,0,0,2372.4,109,0
0,0.0,0,0.0,19,215.75,0.0,0.021052632,0.0,0,3,2,2,3,10,0,0,0,1,215.75,19,0
